epoch,lr,loss,val_loss,val_metric
0.0,,0.9689631668248571,0.8515913080524754,0.35409271453071484
1.0,,0.8717898497904154,0.7537790868733381,0.4333675181298765
2.0,,0.8285198894658483,0.720367965827117,0.4700659667781306
3.0,,0.8073160232906055,0.699846742120949,0.49628886527473076
4.0,,0.7952329458598804,0.682671484431705,0.5045967358617226
5.0,,0.7896395862550664,0.673379168156031,0.5158750767583277
6.0,,0.7726496787895833,0.663377776500341,0.5265961187075656
7.0,,0.7777410481657301,0.6630569868796581,0.5262527653176466
8.0,,0.7672364463035325,0.6556280089391244,0.5270736587757076
9.0,,0.7675815792460191,0.6530302147607545,0.5360041614328024
10.0,,0.7637832139219557,0.6593764203625756,0.5263343505282355
11.0,,0.7583026760054711,0.6691406071186066,0.5249342441929349
12.0,,0.7484204722974533,0.6695904411174155,0.5283609175963088
13.0,,0.7447248914188012,0.6496086447625546,0.5450010654127814
14.0,,0.7483867630922705,0.6575016736984253,0.5340638579240358
15.0,,0.7416747885987275,0.6547525644302368,0.5350813980837007
16.0,,0.7356184013355943,0.6414078865502332,0.5407360833506728
17.0,,0.7315351556566425,0.6454397344911421,0.541186319286414
18.0,,0.7369826380471538,0.6539472244881295,0.5446635958767729
19.0,,0.7307995240491135,0.6307509017957224,0.5499215954200654
20.0,,0.7226562692706746,0.6485930454086613,0.541066891979026
21.0,,0.7228510444773767,0.6518015634369205,0.541170081573757
22.0,,0.7197378209659031,0.6463337456857836,0.5432991044303478
23.0,,0.7157051552507214,0.6465816700780714,0.5418177448230754
24.0,,0.7118182466890579,0.6287827889661531,0.5599841468343923
25.0,,0.7136741056926268,0.6715420018982243,0.5349982029454288
26.0,,0.7128598299689759,0.660207768227603,0.5387383110383833
27.0,,0.70684428784184,0.6638180502363153,0.5355578576270469
28.0,,0.7050689489321601,0.6536537458767762,0.54595239907544
29.0,,0.7074102775943011,0.6502634625177126,0.5492793129942353
30.0,,0.7014427224496254,0.6337980281662297,0.557517279095187
31.0,,0.701328856694071,0.6450069872108666,0.5527222171834157
32.0,,0.7063192075356505,0.6335765927224546,0.5570605035974816
33.0,,0.7015145358734561,0.6416409846898672,0.5572013142317163
34.0,,0.6953958741704324,0.6388612753636128,0.5586982127248327
35.0,,0.6902996292687896,0.6438872237463256,0.5535779592327489
36.0,,0.6890530223236945,0.6397494399869764,0.5541486696872628
37.0,,0.6941895478201988,0.6327531055824177,0.5604723804288279
38.0,,0.6896989183766501,0.6315004989907548,0.5596880349039612
39.0,,0.6933125681446907,0.6285467996790602,0.5593950329475973
40.0,,0.6891519701122342,0.6310637064882227,0.5626991780398436
41.0,,0.6890705533045575,0.6361525081299447,0.5501239209841566
42.0,,0.6920035842666052,0.6431711390211775,0.5559600510123116
43.0,,0.679833726327222,0.6536943522659509,0.5503041394338722
44.0,,0.6850494279449147,0.6437312354912629,0.551799806309574
45.0,,0.6816502664322244,0.6395350997512405,0.5553609925472947
46.0,,0.6848914474472964,0.642025929850501,0.5553961873497809
47.0,,0.6797714470024395,0.6438944036896165,0.5603586781305608
48.0,,0.6860660975588891,0.6413006758367693,0.5578371388831626
49.0,,0.6745155513734746,0.6368767511200261,0.5603976827158286
50.0,,0.6756775375147511,0.6436839717465478,0.555407121408384
51.0,,0.6733358970710209,0.6443184374152003,0.556144245182158
52.0,,0.6592034873433579,0.64829173410261,0.5493427869726188
53.0,,0.6723611394713696,0.6333648394893956,0.5571278725200022
54.0,,0.6716652529132098,0.6370674399105278,0.5612920109354727
55.0,,0.6663454484670682,0.6556306871207984,0.5606447663600483
56.0,,0.6544203050154492,0.634076903156332,0.5675598756338498
57.0,,0.6600973619554276,0.6496638331864332,0.556707546240224
58.0,,0.6640645514305373,0.6333308625865627,0.5646629354055951
59.0,,0.6675915492656536,0.6604452561687779,0.5503739602713508
60.0,,0.6602411669896061,0.6354919932984017,0.5654668749442634
61.0,,0.6597982123830265,0.6560260210488293,0.5534177881158543
62.0,,0.6604624156216929,0.6522611009108054,0.5529423148141497
63.0,,0.6556653422072418,0.6473780006975741,0.5566910535209092
64.0,,0.6550902187600172,0.6441504768423132,0.5592963297274812
65.0,,0.6563886581058789,0.6430605556513812,0.5610723358290919
66.0,,0.6530668527560126,0.6481793216756873,0.5560458838163178
67.0,,0.6486515188575688,0.6456851564549111,0.5560697034738961
68.0,,0.6457163986406829,0.6560907276901039,0.5604671962316292
69.0,,0.6424504052875634,0.6513319337690199,0.5611948288323033
70.0,,0.6454727262034452,0.6372472687347516,0.5636012564462693
71.0,,0.6443288982362676,0.6522398657089955,0.5585710256623467
72.0,,0.6411721325906595,0.6608262337542868,0.5531882360713778
73.0,,0.6401357041713887,0.6595649854556934,0.5504346855202253
74.0,,0.6443024037475873,0.6519167416804545,0.5630446395094549
75.0,,0.6391271337082511,0.6486661806299879,0.5644207404180421
76.0,,0.6368785707125987,0.6506618617354213,0.5556625810818159
