epoch,lr,loss,val_loss,val_metric
0.0,,0.8077317027909658,0.7173343919418954,0.48849043840312434
1.0,,0.7183495425285502,0.6793141420897063,0.5210977203240097
2.0,,0.6967401153369809,0.7204354356001089,0.5121766045411467
3.0,,0.684612958613989,0.654747935243555,0.542221879939184
4.0,,0.6705193705524778,0.6431546481879982,0.5482317544321127
5.0,,0.6623463916481073,0.6453363812721528,0.5428765060250246
6.0,,0.6609523561442812,0.6443250875215273,0.5530204751772348
7.0,,0.6478819721204074,0.6341799810126021,0.5557319465091057
8.0,,0.6477063440596569,0.6249158313682487,0.5610961761661617
9.0,,0.6430263822091454,0.6484054345268387,0.5462575374953218
10.0,,0.6379966306601403,0.6260365567765794,0.5717428435717024
11.0,,0.6328012233005701,0.6412633135512068,0.561142816010703
12.0,,0.6309051125869819,0.6326936315845799,0.569500151859537
13.0,,0.627131498964925,0.6513041653074659,0.5584211045599641
14.0,,0.6247605378083791,0.6323795369079521,0.560685870538412
15.0,,0.6207171235492522,0.6478742190309473,0.5563830689256689
16.0,,0.6165966298065934,0.6709335204717275,0.5334110408056366
17.0,,0.6135976794781745,0.6367587766131839,0.5615982649607886
18.0,,0.6112092878410523,0.6480187584687997,0.5552633101109874
19.0,,0.6074153992900236,0.6398890669281418,0.5617932354284798
20.0,,0.6037202319146903,0.6340971264753256,0.5604176730844629
21.0,,0.6001241475928063,0.6291458679749085,0.5699222273996857
22.0,,0.5972717510612678,0.6620030428912188,0.5500944696525968
23.0,,0.5928661764836779,0.6446723203401308,0.5561068864673363
24.0,,0.5928269354311115,0.650673273232606,0.5547097030767325
25.0,,0.5870647780504243,0.6482079675605705,0.5646919435238664
26.0,,0.585042153822122,0.6348469259502652,0.5623370599486828
27.0,,0.5819222161051636,0.6303329302383973,0.5665817071665765
28.0,,0.5810981725945192,0.6440096425580549,0.5680550618628628
29.0,,0.5511994711430528,0.6204956743094299,0.5773915392154821
30.0,,0.5494380460490943,0.6173167306023675,0.5824128807606919
31.0,,0.5405719778542,0.6226580952738856,0.5759457799827641
32.0,,0.5387299472529196,0.6248878925770253,0.577080371297667
33.0,,0.5341059055557863,0.6192741714082323,0.581108982344551
34.0,,0.5326898606915738,0.6220580908629272,0.581820639097102
35.0,,0.5335540000130149,0.6235344878188125,0.5811929619950463
36.0,,0.5255553359547613,0.6278396952259648,0.5788894782936581
37.0,,0.5274378152667095,0.6231927225181648,0.5808443966633018
38.0,,0.5261110219300962,0.6229871346069886,0.5808874078855211
39.0,,0.5233007498922195,0.6318329830427427,0.5798008406501387
40.0,,0.5209156204141185,0.6347074671908541,0.5745824595108383
41.0,,0.5201944170682401,0.630393276558266,0.5764808586830019
42.0,,0.5213069182666228,0.6352844492809192,0.5752003995439875
43.0,,0.5138618212438947,0.6348774252711116,0.5763795342084305
44.0,,0.5199075491033136,0.62933726740313,0.5772799305744762
45.0,,0.5166213577762645,0.6332183059271391,0.5775928104686676
46.0,,0.5174942335342978,0.6377613662599443,0.5733196478948707
47.0,,0.514323537681192,0.6342351653554418,0.5757414387970117
48.0,,0.5108418490159958,0.6318135553652102,0.579207428802051
49.0,,0.5072627826701723,0.6357455388919727,0.5770622428839867
50.0,,0.5128431241036311,0.6338229982702581,0.5761399991666032
