epoch,lr,loss,metric,val_loss,val_metric
0.0,0.001,0.9293494262204703,0.32220129242097234,0.839333146649438,0.3819144368801282
1.0,0.001,0.80747257415138,0.4078708687146376,0.7367856457426741,0.46557883679680234
2.0,0.001,0.7730690323703986,0.44488562468901494,0.720595247466285,0.480223150984627
3.0,0.001,0.7541922755297341,0.46117502875008604,0.8305505448633486,0.4351673886207786
4.0,0.001,0.7451181364403735,0.4690717411709902,0.801691781078373,0.4388981371443284
5.0,0.001,0.744202931865458,0.4716068871085885,0.6988587657610575,0.5069122360897206
6.0,0.001,0.7377972694295408,0.4760903155294918,0.6783520151902963,0.5128779843321025
7.0,0.001,0.73286921738072,0.48054752489274977,0.689952515267037,0.5057045849312861
8.0,0.001,0.7316443693121418,0.48135400830385267,0.7585023108903353,0.4556552192273232
9.0,0.001,0.7265611229605623,0.48529059819780873,0.6673444013337831,0.5237752612138878
10.0,0.001,0.7251200242378221,0.48732986622082025,0.6848992854625255,0.5089995934201458
11.0,0.001,0.7160764608787715,0.4941812588007665,0.7175466481629793,0.49764710245115706
12.0,0.001,0.7137936001327494,0.4950257815826995,0.7077532939008764,0.49816390946659694
13.0,0.001,0.7167555900149397,0.4934598696471809,0.6680427519050804,0.5235789075876238
14.0,0.001,0.7043756614523243,0.5026834589226862,0.6647399358921223,0.5316978040042754
15.0,0.001,0.7057674324899804,0.5032875154638868,0.6629028419116596,0.5297798605943456
16.0,0.001,0.7067204485193487,0.5022223937969154,0.72147700775851,0.4905442198789207
17.0,0.001,0.7002645026260335,0.5063470241827901,0.6600522591187074,0.5294136983610139
18.0,0.001,0.7018504281013881,0.5051531668078174,0.6507828325838656,0.5372550042974313
19.0,0.001,0.7025245260783481,0.5052220873132447,0.6444677403381279,0.5420362780282517
20.0,0.001,0.6940063444715975,0.512171191865153,0.6800177409842207,0.5189164517419044
21.0,0.001,0.6955224418683172,0.5108072876956273,0.6968414328119776,0.512433255764491
22.0,0.001,0.6935625029492465,0.512477525675696,0.6651769447971034,0.5305361697915242
23.0,0.001,0.6933050300347676,0.5128050072757776,0.6498452420707221,0.5371986243631713
24.0,0.001,0.6895722406865887,0.5149794042963697,0.6512713286253783,0.5387364413157372
25.0,0.001,0.6871279213940624,0.517005265736667,0.6794957276937124,0.5200677843575904
26.0,0.001,0.6852975828230166,0.5187433946344577,0.6733696456428047,0.5305835632865455
27.0,0.001,0.6847188128998994,0.5185433208183984,0.6376978248089283,0.5495852027100717
28.0,0.001,0.6851592152665238,0.5184702417200155,0.6421652481362626,0.5447437271847749
29.0,0.001,0.6776910691592668,0.5245789955058171,0.6491918641167718,0.5384153701968097
30.0,0.001,0.6774442199120022,0.5254605925058183,0.6453992185291944,0.5441047635956283
31.0,0.001,0.6812788135093042,0.5211831099041152,0.6611507035590507,0.5430470318325057
32.0,0.001,0.675766139523217,0.5264808690157223,0.6516586587235734,0.5418683986594197
