epoch,lr,loss,metric,val_loss,val_metric
0.0,0.0003,0.8689951183348357,0.3641593092734802,0.7388178493525531,0.45422699747553413
1.0,0.0003,0.7066516837488444,0.4830047550357705,0.6916459734375412,0.5094969185744608
2.0,0.0003,0.6682544398501462,0.5219597921791269,0.663382980844996,0.5386211982512997
3.0,0.0003,0.6442686350552184,0.5427848481112952,0.6555120333894953,0.5434460275937392
4.0,0.0003,0.6232264864423215,0.559907047299102,0.6452709031534625,0.5468060198061728
5.0,0.0003,0.5950736754207404,0.5814844180589372,0.6948260922689695,0.5273541978931562
6.0,0.0003,0.5712954789292511,0.5992472169236082,0.6797867604204126,0.5400769176481526
7.0,0.0003,0.5379661546502302,0.6249334448242705,0.6759080967387637,0.5400302850586616
8.0,0.0003,0.5072779771653323,0.6473807292122155,0.704502467851381,0.5347195819788815
9.0,0.0003,0.47021021169445576,0.6750622013731906,0.6845236138180569,0.5410352925174517
10.0,0.0003,0.44509339983497714,0.6939827331664651,0.7010350668752515,0.5438036845830221
11.0,0.0003,0.41783935670818234,0.7121893981740086,0.7011981927596771,0.549424775827968
12.0,0.0003,0.39918923396818906,0.7262488388443067,0.7158752422075014,0.5381224204753084
13.0,0.0003,0.3717084592107401,0.7452151534027547,0.6983298492861224,0.5530640070763118
14.0,0.0003,0.34806740396935154,0.7623089452682603,0.7203811944068015,0.5466522464325018
15.0,0.0003,0.33180721529124013,0.7740501722676522,0.7198877527907088,0.5511458938881397
16.0,0.0003,0.3163716700264263,0.7845986325519021,0.7239112815341434,0.5499207058271631
17.0,0.0003,0.29801953987416807,0.7970163169916094,0.7504743109952222,0.5342329361666703
18.0,0.0003,0.28275805440082447,0.808380723721952,0.7401417375684859,0.5347567965895522
