epoch,lr,loss,val_loss,par_metric,val_metric
0,[0.001],0.8142557993079677,0.5423060488962721,0.7379132322362951,0.559697869509836
1,[0.001],0.7169214854690905,0.5768950366683884,0.6864290411407883,0.5942860056374344
2,[0.001],0.6962406660252501,0.5778808969979222,0.6822450066471959,0.5948440067493205
3,[0.001],0.6799521530163267,0.5946321464092612,0.6560416515883025,0.6045798007450043
4,[0.001],0.6716902377133701,0.6003392228261918,0.6559665179467417,0.6090318941683587
5,[0.001],0.6624471488908438,0.5685919854028623,0.6824665037361352,0.5907899538176984
6,[0.001],0.6581305890691047,0.5826346896181788,0.6873409854399192,0.5939857565443453
7,[0.001],0.6521208107790207,0.5564175721651254,0.6870617761268272,0.5840172923998024
8,[0.001],0.6445762842840477,0.6093328747474235,0.6316687562444189,0.6172076351261486
9,[1e-05],0.6202156010902289,0.6185361067676916,0.6113657218915922,0.6307143588055967
10,[0.0001],0.6147747576874207,0.6191224444802065,0.6129515163533322,0.6298637089439637
11,[0.0001],0.6102518797345765,0.6231234889851548,0.6103004028131296,0.630683335742773
12,[0.0001],0.6088410533048252,0.617673918606743,0.6118421710289277,0.630462187996236
13,[0.0001],0.6017017471811563,0.6244766208346736,0.6103273829898319,0.6350146930472953
14,[0.0001],0.6028457152227242,0.6218358732511046,0.6090944480251621,0.6325837058375363
15,[0.0001],0.6024957131362004,0.6248189816971691,0.6102788669568998,0.6353872159886481
16,[0.0001],0.594862923265141,0.6158971873273142,0.6109654731578655,0.6302496962284219
17,[0.0001],0.5946129895149068,0.6204300683659832,0.6115869202055373,0.6327476549875726
18,[0.0001],0.5894487167637191,0.6194792719434631,0.6110138540869361,0.6283000998701983
19,[1.0000000000000002e-06],0.5888225068064297,0.6212122127368394,0.6102284712834402,0.6340552945881557
20,[1e-05],0.5821538036838573,0.6185980114358952,0.6104388232703681,0.6326693815249789
21,[1e-05],0.59233284740312,0.6213732525084678,0.6103965824788755,0.629652328782955
22,[1e-05],0.5868318984002778,0.6217180434051552,0.6098439682711352,0.6330489365135409
23,[1e-05],0.5868037693640765,0.6201497335585564,0.6100999759124206,0.6323626208950243
24,[1e-05],0.5859687545614022,0.6218391617403292,0.6098092345504074,0.6314748198044783
25,[1e-05],0.5839801643727722,0.6204130255783549,0.6106501267836975,0.6319714813558746
26,[1e-05],0.5888819653613895,0.6195439385817086,0.6114962116018072,0.6314003817666588
27,[1e-05],0.5831930795667856,0.6199616297995021,0.610107882495399,0.6331725556418873
28,[1e-05],0.5874861858639062,0.6225237869021772,0.6105629846856401,0.6302333340586369
29,[1e-05],0.5841348479350833,0.6186182203114712,0.6102413012100769,0.6320822908366176
30,[1e-05],0.5855267085068578,0.6185999121026199,0.6101482454720918,0.6293405357383776
31,[1e-05],0.5866587489790245,0.6209460016268055,0.6101710448393951,0.6325327354560721
32,[1e-05],0.5831675459888105,0.61963791396652,0.6110543742910162,0.633000504553638
33,[1e-05],0.5797675990378368,0.621186816482696,0.610051856384621,0.6304074050374082
34,[1e-05],0.583361526967795,0.6202529900514322,0.609806167757189,0.6313398496122419
35,[1e-05],0.5787712719669954,0.619264214596681,0.6105947247496596,0.6321528948597831
