epoch,lr,loss,val_loss,val_metric
0.0,,0.9353127132681079,0.8075772407892589,0.3944081983709744
1.0,,0.789428080472731,0.7479681530514279,0.4455464369534067
2.0,,0.7262976019006027,0.6727811835907601,0.5139743639273368
3.0,,0.7074303187373886,0.6616457207782849,0.5287168919764966
4.0,,0.6863184926653267,0.6423403111664024,0.5449829725544679
5.0,,0.6754097325909406,0.666631287980724,0.5283401442873602
6.0,,0.6642102649337367,0.6705624343575658,0.5350122810791127
7.0,,0.6522092433800375,0.6482451384131973,0.5487417118097135
8.0,,0.650068551794927,0.6346060248645576,0.5615726825505152
9.0,,0.640662561950827,0.6308604860627973,0.5656839918510559
10.0,,0.6241354551082267,0.6425430676421604,0.5620009770687715
11.0,,0.6219295915356255,0.6532259970097929,0.5515598334666318
12.0,,0.6182037672153989,0.6348958632430515,0.5617896780978825
13.0,,0.6131917826215127,0.6558532392656481,0.5490185209710609
14.0,,0.6015804327520212,0.6413904802219288,0.571336314140127
15.0,,0.6006519799393819,0.6355118973835094,0.5717662778524082
16.0,,0.5916761262524397,0.6426647450472858,0.5585391669066065
17.0,,0.5818210431507655,0.6360000218894031,0.5694221464991212
18.0,,0.5771805533789154,0.6426257879347415,0.5647317214172586
19.0,,0.5660706547418035,0.6385437668980779,0.5667442877014628
20.0,,0.572609173355246,0.6378657094530157,0.564978045277371
21.0,,0.558849239842336,0.6512249524528916,0.5677490562123901
22.0,,0.5573909157200864,0.6502496366565292,0.5642220817519665
23.0,,0.5486757147581057,0.6404446651806702,0.5705844849592044
24.0,,0.543439981811925,0.6353329911425307,0.5681510032687528
25.0,,0.5345904714630959,0.6421140825426256,0.5690757397230287
26.0,,0.5303035655864199,0.6472972945587055,0.5703555392046502
27.0,,0.5251719943786922,0.6452793947748235,0.5681197772653609
28.0,,0.5180904241432821,0.6732679320348276,0.5501471957775163
29.0,,0.5160231917424309,0.6488502642592868,0.5707984218661539
30.0,,0.510296880638689,0.6484558630633999,0.573276582303082
31.0,,0.5103904396519625,0.66152974334923,0.5658395127286168
32.0,,0.5056909662440308,0.6607493827471862,0.5715767072899017
33.0,,0.49848275018813915,0.6619171274674905,0.5655944494663585
34.0,,0.49852864244826756,0.6398635368089418,0.5692015795067386
35.0,,0.4928421157643311,0.6650955681865279,0.5696423342575634
36.0,,0.48741394023698076,0.6664893978350871,0.5673561897640443
37.0,,0.4854486139645254,0.6698272184745685,0.5650547334122816
38.0,,0.4874370067191303,0.6891509049647563,0.5511151642035306
39.0,,0.48503149461029166,0.656005281048852,0.5666457215211855
40.0,,0.4781281294679283,0.6563768609150036,0.5685696901203084
41.0,,0.47441192789185316,0.6815880430711282,0.5504163647962564
42.0,,0.4691924495580501,0.6587510991740871,0.5680356896107419
43.0,,0.46613911811570474,0.674681837011028,0.5673566523511165
44.0,,0.4704161704482889,0.6592915649349625,0.5680333284273513
45.0,,0.46321194218961814,0.6620795617232451,0.5653757252120247
46.0,,0.46209884335223894,0.6584762239778365,0.5694273520914568
47.0,,0.462430544701734,0.6718514046153506,0.5665218825038444
48.0,,0.45185875641672235,0.6594160867703928,0.575817829470618
49.0,,0.4595278563356041,0.674439108210641,0.5655031996102461
50.0,,0.4544082912511395,0.6716985180571272,0.5578512783638312
51.0,,0.44595002574580056,0.6928332419008822,0.5577215675776686
52.0,,0.449555568878812,0.6895127157907228,0.5572968145135276
53.0,,0.44528283705388694,0.671645429005494,0.561413480916041
54.0,,0.44078881720403085,0.6743228353358603,0.5667446442139271
55.0,,0.4344898383196135,0.6811017347348703,0.5548679514098169
56.0,,0.4363423386462649,0.6931886726134532,0.5536810625088441
57.0,,0.43284496588814525,0.6938096273589779,0.5560974640640369
58.0,,0.42958787522817915,0.6778078465848356,0.5556151372211433
59.0,,0.430860558600354,0.6874417622347135,0.553243192629499
60.0,,0.42443673189421344,0.6783195215302544,0.5579425876789587
61.0,,0.42210620814248134,0.6814432517902271,0.5614920900588388
62.0,,0.4202869446429991,0.6864180236249356,0.559239755762061
63.0,,0.41850081852504184,0.6794675682042096,0.5560288995284561
64.0,,0.42104306550402393,0.6821859962231404,0.5605381035937125
65.0,,0.4165107662516429,0.6845627908771102,0.5610414839216555
66.0,,0.4141725534111037,0.657920062864149,0.5704832396476253
67.0,,0.4146183369303108,0.6824577064127535,0.5629890362903511
68.0,,0.4126478833139391,0.6898221413831453,0.5551639729174231
