epoch,lr,loss,val_loss,val_metric,para_metric
0.0,,0.8580544836539075,0.7502922148317904,0.5545247349031824,0.5433911825318839
1.0,,0.7800330076002537,0.7842161642538534,0.53643438803762,0.5392074136959036
2.0,,0.7613747483805606,0.6973748540556108,0.5866131106686215,0.5819575560714159
3.0,,0.7502219089888092,0.7142175527843269,0.575508632840691,0.5748507952005973
4.0,,0.7411426839523746,0.8292276308343217,0.5107381588126586,0.5054689495772258
5.0,,0.7341805303007141,0.71481527106182,0.5782362938839252,0.5757572327137641
6.0,,0.7251437519277845,0.7623999025370624,0.5547967030636348,0.5509385481874608
7.0,,0.7231541505881718,0.7105063132337621,0.5821598524235648,0.5709481938570472
8.0,,0.7147658415754935,0.6815023892634624,0.5959462097008954,0.5911659951240813
9.0,,0.7139017015023339,0.6910448072729884,0.5944790198823218,0.5949447523003681
10.0,,0.7091948774076046,0.7099208103643881,0.5847510048901494,0.5804560739993331
11.0,,0.7000574566816029,0.7259407124003848,0.574294911305207,0.579589715941822
12.0,,0.69913155324477,0.6873679223898295,0.5949445104152825,0.5877133306039544
13.0,,0.6967126419669704,0.6740430103765952,0.6015252790494724,0.5922712555115136
14.0,,0.692496028789004,0.6597604182926384,0.6108130272894139,0.6082107488188208
15.0,,0.6846509405544826,0.6710457787320421,0.6094774955151395,0.6096843587911615
16.0,,0.6858025525745592,0.6542643563167468,0.6146371987881004,0.6145170516444033
17.0,,0.680871588126161,0.6829202856566455,0.5989164538199664,0.5929143030353264
18.0,,0.6770104419916196,0.7490736940422573,0.5678700541702902,0.561343526225467
19.0,,0.6735284990385959,0.6595434875101657,0.6095137678489075,0.6002922812078857
20.0,,0.6686533454665564,0.7889695531613118,0.5486418736203766,0.5398338364534413
21.0,,0.6664014491371643,0.6593635143460455,0.6121453717117507,0.6150201532733119
22.0,,0.6689701103626338,0.6664711750842429,0.6095255992802922,0.6008994167843886
23.0,,0.6612277372439105,0.6651173631887178,0.60770757089542,0.6055677452056182
24.0,,0.6636591010972073,0.6576119474462561,0.612423316963547,0.6084054176445803
25.0,,0.6610652742529274,0.7019717090838664,0.59215766704302,0.6001268989473288
26.0,,0.65761131003387,0.6831438918371459,0.6004996266118967,0.5893701480648762
27.0,,0.6569482588230219,0.6438205934859611,0.6188578437265212,0.6159751322034392
28.0,,0.6508362151178202,0.6556440838285394,0.6127817138128454,0.6044023280837598
29.0,,0.6465179517753142,0.6577973149918221,0.6144455394607304,0.6134317740816503
30.0,,0.6475094685877176,0.6648384925481435,0.6090987836796129,0.5969141768595426
31.0,,0.6415973794191403,0.683919951561335,0.6039243927222854,0.5938730920157981
32.0,,0.637218414527133,0.65501142047547,0.6143597712366301,0.6069301561782241
33.0,,0.6391352135884134,0.6534775930481989,0.6185519531451847,0.6169748153142778
34.0,,0.632428450871231,0.6523983647694459,0.6205868565399342,0.614783809000769
35.0,,0.6327484680297679,0.6620418281168551,0.609789558680486,0.610675955114512
36.0,,0.6265158234682299,0.6708699980297604,0.6018799306273226,0.5987760246865206
37.0,,0.6263182835023205,0.6495699093148515,0.6188804970767771,0.6181550584920766
38.0,,0.6239493602648714,0.6604211617160488,0.6119024032520797,0.610250156920111
39.0,,0.6243761054107121,0.6559900667216326,0.618203830080333,0.6159399400270804
40.0,,0.6202219314144967,0.6630412528643737,0.6088835827343707,0.6035801560713183
41.0,,0.6200841125240899,0.6636153027818009,0.6089293977998061,0.6044461804479514
42.0,,0.6183708661032798,0.6537519229424966,0.6132589025082297,0.6068238599451526
43.0,,0.612022628730401,0.6513706917698319,0.6141702367988578,0.6142777986769126
44.0,,0.6078236980993945,0.659309745640368,0.6098833665863422,0.6015331197913572
45.0,,0.6098745006815831,0.6516659796237946,0.6116896592640351,0.6143160059310113
46.0,,0.6074416284722494,0.6738189985623231,0.6067602349626493,0.6000170901948374
47.0,,0.6003993383923868,0.6722241129424121,0.6054494267742316,0.6018214716698
48.0,,0.6028622713304104,0.6978749718215015,0.5972074052819667,0.5964591264951682
49.0,,0.6042109607305742,0.6749400448154759,0.6066489623869862,0.5981976581338952
50.0,,0.6039457989814586,0.6682354783689654,0.6058842934624218,0.60166578357663
51.0,,0.5967819415088883,0.6549901039213748,0.6110704468264347,0.6089650263083043
52.0,,0.5923027329875115,0.6867596505461513,0.5975016913586656,0.5835415955799579
53.0,,0.5913010326991404,0.6489603361567935,0.6147263902011649,0.6138657352218153
