epoch,lr,loss,metric,val_loss,val_metric
0.0,0.0003,0.906117776455862,0.3246492751573282,0.809148290135839,0.42286735388107494
1.0,0.0003,0.7328767090067536,0.43803048980963105,0.8027793280713194,0.4245754209823754
2.0,0.0003,0.6772778257996597,0.4922526957396781,0.7143091693654791,0.4943193749136905
3.0,0.0003,0.6538810284559478,0.5164765071444806,0.6625678182722212,0.5297217559291713
4.0,0.0003,0.6460040946514598,0.5235858092206056,0.7875329773705285,0.4724829624578604
5.0,0.0003,0.6385283235608455,0.5301699899159311,0.7165416986018688,0.5144078885569269
6.0,0.0003,0.63585122214758,0.5359974543433135,0.6827120653143874,0.5350643893866569
7.0,0.0003,0.6284870683931701,0.5402230012359399,0.6712152266287589,0.5351896572330767
8.0,0.0003,0.6240018694409395,0.5440111703451477,0.6785338970991942,0.528522984602798
9.0,0.0003,0.6197083833415585,0.5467858319739899,0.6556184957693288,0.5436497902537493
10.0,0.0003,0.6172046289116897,0.5477523731439126,0.6543479422191242,0.546430098077797
11.0,0.0003,0.6163111312940233,0.5500128341772064,0.6818019275192742,0.5352075901285558
12.0,0.0003,0.6087731757749288,0.5564210151287142,0.6574978190499383,0.5481263052601928
13.0,0.0003,0.6106447036300755,0.5541204622837304,0.6573222398757934,0.5562119566089614
14.0,0.0003,0.6049489088437187,0.559186633821924,0.6706118063883738,0.5400794844668296
15.0,0.0003,0.6059246964833366,0.5589214696294649,0.637601405972833,0.5556892258311947
16.0,0.0003,0.5984652642738948,0.5646970663105177,0.6436477009240571,0.5637549950085
17.0,0.0003,0.5987643674822921,0.5645302497679788,0.6295299402228347,0.5673142734905248
18.0,0.0003,0.5984845403514614,0.5654084963811915,0.6493863279755051,0.5587131068287445
19.0,0.0003,0.5958961423768894,0.5665567526886454,0.6415356385815251,0.559503959872978
20.0,0.0003,0.5930596095129901,0.5676587521215054,0.6524719748411093,0.5502081302846996
21.0,0.0003,0.5888987675255386,0.5729225795250524,0.627604522683599,0.566438832530483
22.0,0.0003,0.5847275373307376,0.5769104886526799,0.647313007792911,0.5600398645924576
23.0,0.0003,0.5859451191735181,0.5750812927120208,0.6740713528684668,0.5402942508762102
24.0,0.0003,0.5837193157268346,0.5765186067131036,0.6535693763612627,0.554314733462641
25.0,0.0003,0.583227273466785,0.5781189743616291,0.642028733201929,0.558830429226117
26.0,0.0003,0.5790570517094127,0.5795964873732649,0.6427131594838322,0.5569837329445901
27.0,0.0003,0.5781064606960931,0.5811783370611825,0.6391055147927087,0.5627044116447312
