epoch,lr,loss,metric,val_loss,val_metric
0.0,0.0003,0.9275667139123923,0.3228643128710098,0.8242519430212072,0.38883557585579476
1.0,0.0003,0.7728283087914601,0.4249840614277286,0.7697636344411352,0.43712825110447534
2.0,0.0003,0.72370050809874,0.47597996372242024,0.6928169110873797,0.5045461001834511
3.0,0.0003,0.7062098631897558,0.49465203253821904,0.7339668147198789,0.48453456333807354
4.0,0.0003,0.6900762675148485,0.509290647800307,0.6819774330199302,0.5251656509961138
5.0,0.0003,0.6852523784559986,0.514912316290055,0.7013712494222968,0.5106237062990915
6.0,0.0003,0.6754582632965129,0.5215386932436971,0.6901226000742869,0.5202050621557647
7.0,0.0003,0.6685001755449316,0.527680733657398,0.7298384899491662,0.5061865821853134
8.0,0.0003,0.6614127286612342,0.533334830494496,0.700314118840673,0.5179775534784455
9.0,0.0003,0.65129870676607,0.5417503547197959,0.700714783518164,0.5202569975044182
10.0,0.0003,0.6464158839374673,0.544898210293009,0.6849934034519367,0.5263504127400749
11.0,0.0003,0.6422383254831018,0.5492412817428853,0.6935057129945841,0.5208800431035132
12.0,0.0003,0.6311678576555493,0.5571205602918513,0.6746465774269791,0.5377497328771291
13.0,0.0003,0.6179942949153886,0.5674167516509189,0.6614853498098012,0.5428733961026105
14.0,0.0003,0.6111425813892688,0.573882072191404,0.674799185185819,0.5448257796539627
15.0,0.0003,0.5946960480419737,0.5860236135385487,0.686743518038913,0.5366957408408584
16.0,0.0003,0.5791714066632818,0.598092045109843,0.6941526985383248,0.5378426943757106
17.0,0.0003,0.5608394704893608,0.611056708492565,0.6971925359588486,0.5351779206992261
18.0,0.0003,0.5421555670052229,0.6259789670231922,0.6903610959783331,0.5417439440993024
19.0,0.0003,0.51854348661452,0.6430446385049126,0.7435680936048696,0.5172477474345967
